id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
ALE-02-04,alerts,New consequential accepted claim,user-opened change ledger,"event lineage, canonical issue, novelty adjudication","Newly processed old claim is not new news; pull-based, clear revision history",4,5,4,5,4,4,4,87.2,86.4,88.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-05,alerts,New consequential accepted claim,local follow-list highlight,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; browser-only state clearly explained,4,4,5,5,4,4,3,84.0,85.6,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-06,alerts,New consequential accepted claim,daily email digest,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; requires separately authorized delivery and subscription,4,4,5,5,4,4,3,84.0,85.6,84.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-07,alerts,New consequential accepted claim,immediate push,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; high interruption cost; opt-in infrastructure,4,4,5,5,4,3,3,82.0,83.2,83.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-08,alerts,New consequential accepted claim,weekly summary,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; low interruption but delays fast changes,4,4,5,5,4,4,4,85.6,86.8,85.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-09,alerts,New consequential accepted claim,threshold crossing with hysteresis,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; requires persisted alert state and tested thresholds,4,5,4,5,4,4,3,85.6,85.2,87.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-02-10,alerts,New consequential accepted claim,every-event toast,"event lineage, canonical issue, novelty adjudication",Newly processed old claim is not new news; rejected default: disruption and event spam,4,4,3,5,4,3,3,76.4,73.6,80.0,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-01,alerts,Verified change of view,inline badge on affected issue,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; quiet and contextual; requires opening issue,5,4,4,5,5,5,4,91.2,89.6,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-02,alerts,Verified change of view,ranked briefing section,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; discoverable without account,5,4,5,5,5,4,4,92.0,92.0,92.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-03,alerts,Verified change of view,on-site digest grouped by issue,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; deduplicate across claim/voice/source events,5,4,5,5,5,4,3,90.4,90.8,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-04,alerts,Verified change of view,user-opened change ledger,"paired direct claims, proposition, dates, approval","Different context can explain an apparent reversal; pull-based, clear revision history",5,5,4,5,5,4,3,92.0,90.4,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-05,alerts,Verified change of view,local follow-list highlight,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; browser-only state clearly explained,5,4,5,5,5,4,2,88.8,89.6,90.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-06,alerts,Verified change of view,daily email digest,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; requires separately authorized delivery and subscription,5,4,5,5,5,4,2,88.8,89.6,90.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-07,alerts,Verified change of view,immediate push,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; high interruption cost; opt-in infrastructure,5,4,5,5,5,3,2,86.8,87.2,89.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-08,alerts,Verified change of view,weekly summary,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; low interruption but delays fast changes,5,4,5,5,5,4,3,90.4,90.8,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-09,alerts,Verified change of view,threshold crossing with hysteresis,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; requires persisted alert state and tested thresholds,5,5,4,5,5,4,2,90.4,89.2,93.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-03-10,alerts,Verified change of view,every-event toast,"paired direct claims, proposition, dates, approval",Different context can explain an apparent reversal; rejected default: disruption and event spam,5,4,3,5,5,3,2,81.2,77.6,86.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-01,alerts,Substantive disagreement surfaced,inline badge on affected issue,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; quiet and contextual; requires opening issue",5,4,4,5,5,5,4,91.2,89.6,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-02,alerts,Substantive disagreement surfaced,ranked briefing section,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; discoverable without account",5,4,5,5,5,4,4,92.0,92.0,92.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-03,alerts,Substantive disagreement surfaced,on-site digest grouped by issue,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; deduplicate across claim/voice/source events",5,4,5,5,5,4,3,90.4,90.8,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-04,alerts,Substantive disagreement surfaced,user-opened change ledger,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; pull-based, clear revision history",5,5,4,5,5,4,3,92.0,90.4,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-05,alerts,Substantive disagreement surfaced,local follow-list highlight,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; browser-only state clearly explained",5,4,5,5,5,4,2,88.8,89.6,90.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-06,alerts,Substantive disagreement surfaced,daily email digest,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; requires separately authorized delivery and subscription",5,4,5,5,5,4,2,88.8,89.6,90.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-07,alerts,Substantive disagreement surfaced,immediate push,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; high interruption cost; opt-in infrastructure",5,4,5,5,5,3,2,86.8,87.2,89.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-08,alerts,Substantive disagreement surfaced,weekly summary,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; low interruption but delays fast changes",5,4,5,5,5,4,3,90.4,90.8,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-09,alerts,Substantive disagreement surfaced,threshold crossing with hysteresis,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; requires persisted alert state and tested thresholds",5,5,4,5,5,4,2,90.4,89.2,93.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-04-10,alerts,Substantive disagreement surfaced,every-event toast,"opposing claims on same proposition, credible attribution","Disagreement is an insight, not necessarily urgent; rejected default: disruption and event spam",5,4,3,5,5,3,2,81.2,77.6,86.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-01,alerts,Evidence corrected or withdrawn,inline badge on affected issue,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; quiet and contextual; requires opening issue,4,5,5,5,4,5,5,93.6,94.8,92.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-02,alerts,Evidence corrected or withdrawn,ranked briefing section,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; discoverable without account,4,5,5,5,4,5,5,93.6,94.8,92.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-03,alerts,Evidence corrected or withdrawn,on-site digest grouped by issue,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; deduplicate across claim/voice/source events,4,5,5,5,4,5,4,92.0,93.6,91.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-04,alerts,Evidence corrected or withdrawn,user-opened change ledger,"revision/retraction lineage, affected claims","Must propagate to briefs and saved routes; pull-based, clear revision history",4,5,5,5,4,5,4,92.0,93.6,91.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-05,alerts,Evidence corrected or withdrawn,local follow-list highlight,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; browser-only state clearly explained,4,5,5,5,4,5,3,90.4,92.4,90.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-06,alerts,Evidence corrected or withdrawn,daily email digest,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; requires separately authorized delivery and subscription,4,5,5,5,4,5,3,90.4,92.4,90.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-07,alerts,Evidence corrected or withdrawn,immediate push,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; high interruption cost; opt-in infrastructure,4,5,5,5,4,4,3,88.4,90.0,89.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-08,alerts,Evidence corrected or withdrawn,weekly summary,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; low interruption but delays fast changes,4,5,5,5,4,5,4,92.0,93.6,91.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-09,alerts,Evidence corrected or withdrawn,threshold crossing with hysteresis,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; requires persisted alert state and tested thresholds,4,5,5,5,4,5,3,90.4,92.4,90.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-05-10,alerts,Evidence corrected or withdrawn,every-event toast,"revision/retraction lineage, affected claims",Must propagate to briefs and saved routes; rejected default: disruption and event spam,4,5,4,5,4,4,3,85.6,85.2,87.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-01,alerts,Coverage or freshness deteriorated,inline badge on affected issue,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; quiet and contextual; requires opening issue,3,5,4,4,4,5,5,83.6,84.4,82.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-02,alerts,Coverage or freshness deteriorated,ranked briefing section,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; discoverable without account,3,5,5,4,4,5,5,86.4,89.2,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-03,alerts,Coverage or freshness deteriorated,on-site digest grouped by issue,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; deduplicate across claim/voice/source events,3,5,5,4,4,5,5,86.4,89.2,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-04,alerts,Coverage or freshness deteriorated,user-opened change ledger,"published-through, build timestamp, source lag","Operational noise should be scoped to affected research; pull-based, clear revision history",3,5,4,5,4,5,5,86.4,86.4,86.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-05,alerts,Coverage or freshness deteriorated,local follow-list highlight,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; browser-only state clearly explained,3,5,5,4,4,5,4,84.8,88.0,83.2,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-06,alerts,Coverage or freshness deteriorated,daily email digest,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; requires separately authorized delivery and subscription,3,5,5,4,4,5,4,84.8,88.0,83.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-07,alerts,Coverage or freshness deteriorated,immediate push,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; high interruption cost; opt-in infrastructure,3,5,5,4,4,4,4,82.8,85.6,82.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-08,alerts,Coverage or freshness deteriorated,weekly summary,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; low interruption but delays fast changes,3,5,5,4,4,5,5,86.4,89.2,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-09,alerts,Coverage or freshness deteriorated,threshold crossing with hysteresis,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; requires persisted alert state and tested thresholds,3,5,4,4,4,5,4,82.0,83.2,81.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-06-10,alerts,Coverage or freshness deteriorated,every-event toast,"published-through, build timestamp, source lag",Operational noise should be scoped to affected research; rejected default: disruption and event spam,3,5,3,4,4,4,4,77.2,76.0,78.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-01,alerts,Watched issue crosses declared threshold,inline badge on affected issue,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; quiet and contextual; requires opening issue,4,4,4,5,4,5,4,84.8,84.4,85.2,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-02,alerts,Watched issue crosses declared threshold,ranked briefing section,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; discoverable without account,4,4,5,5,4,4,4,85.6,86.8,85.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-03,alerts,Watched issue crosses declared threshold,on-site digest grouped by issue,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; deduplicate across claim/voice/source events,4,4,5,5,4,4,3,84.0,85.6,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-04,alerts,Watched issue crosses declared threshold,user-opened change ledger,"owner watch state, measurable approved metric","Needs explicit preference persistence and deduplication; pull-based, clear revision history",4,5,4,5,4,4,3,85.6,85.2,87.6,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-05,alerts,Watched issue crosses declared threshold,local follow-list highlight,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; browser-only state clearly explained,4,4,5,5,4,4,2,82.4,84.4,83.2,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-06,alerts,Watched issue crosses declared threshold,daily email digest,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; requires separately authorized delivery and subscription,4,4,5,5,4,4,2,82.4,84.4,83.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-07,alerts,Watched issue crosses declared threshold,immediate push,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; high interruption cost; opt-in infrastructure,4,4,5,5,4,3,2,80.4,82.0,82.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-08,alerts,Watched issue crosses declared threshold,weekly summary,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; low interruption but delays fast changes,4,4,5,5,4,4,3,84.0,85.6,84.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-09,alerts,Watched issue crosses declared threshold,threshold crossing with hysteresis,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; requires persisted alert state and tested thresholds,4,5,4,5,4,4,2,84.0,84.0,86.4,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-07-10,alerts,Watched issue crosses declared threshold,every-event toast,"owner watch state, measurable approved metric",Needs explicit preference persistence and deduplication; rejected default: disruption and event spam,4,4,3,5,4,3,2,74.8,72.4,78.8,Presentation-ready; substantive content depends on approved corpus,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-01,alerts,Prediction reached resolution date,inline badge on affected issue,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; quiet and contextual; requires opening issue,4,4,3,5,5,5,3,82.4,80.0,85.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-02,alerts,Prediction reached resolution date,ranked briefing section,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; discoverable without account,4,4,4,5,5,4,3,83.2,82.4,85.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-03,alerts,Prediction reached resolution date,on-site digest grouped by issue,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; deduplicate across claim/voice/source events,4,4,4,5,5,4,2,81.6,81.2,84.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-04,alerts,Prediction reached resolution date,user-opened change ledger,"forecast target, horizon, outcome source, resolution","Existing attestation checks are not forecasting outcomes; pull-based, clear revision history",4,5,3,5,5,4,2,83.2,80.8,87.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-05,alerts,Prediction reached resolution date,local follow-list highlight,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; browser-only state clearly explained,4,4,4,5,5,4,1,80.0,80.0,83.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-06,alerts,Prediction reached resolution date,daily email digest,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; requires separately authorized delivery and subscription,4,4,4,5,5,4,1,80.0,80.0,83.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-07,alerts,Prediction reached resolution date,immediate push,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; high interruption cost; opt-in infrastructure,4,4,4,5,5,3,1,78.0,77.6,82.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-08,alerts,Prediction reached resolution date,weekly summary,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; low interruption but delays fast changes,4,4,4,5,5,4,2,81.6,81.2,84.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-09,alerts,Prediction reached resolution date,threshold crossing with hysteresis,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; requires persisted alert state and tested thresholds,4,5,3,5,5,4,1,81.6,79.6,86.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-08-10,alerts,Prediction reached resolution date,every-event toast,"forecast target, horizon, outcome source, resolution",Existing attestation checks are not forecasting outcomes; rejected default: disruption and event spam,4,4,2,5,5,3,1,72.4,68.0,78.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-01,alerts,Every new episode notification,inline badge on affected issue,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; quiet and contextual; requires opening issue,2,2,4,3,2,4,4,55.6,58.8,52.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-02,alerts,Every new episode notification,ranked briefing section,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; discoverable without account,2,2,5,3,2,3,4,56.4,61.2,52.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-03,alerts,Every new episode notification,on-site digest grouped by issue,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; deduplicate across claim/voice/source events,2,2,5,3,2,3,3,54.8,60.0,51.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-04,alerts,Every new episode notification,user-opened change ledger,"new episode IDs, subscriptions","High volume without synthesis contradicts two-minute goal; pull-based, clear revision history",2,3,4,4,2,3,3,59.2,61.6,58.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-05,alerts,Every new episode notification,local follow-list highlight,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; browser-only state clearly explained,2,2,5,3,2,3,2,53.2,58.8,50.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-06,alerts,Every new episode notification,daily email digest,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; requires separately authorized delivery and subscription,2,2,5,3,2,3,2,53.2,58.8,50.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-07,alerts,Every new episode notification,immediate push,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; high interruption cost; opt-in infrastructure,2,2,5,3,2,2,2,51.2,56.4,48.8,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-08,alerts,Every new episode notification,weekly summary,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; low interruption but delays fast changes,2,2,5,3,2,3,3,54.8,60.0,51.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-09,alerts,Every new episode notification,threshold crossing with hysteresis,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; requires persisted alert state and tested thresholds,2,3,4,3,2,3,2,54.8,58.4,53.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-09-10,alerts,Every new episode notification,every-event toast,"new episode IDs, subscriptions",High volume without synthesis contradicts two-minute goal; rejected default: disruption and event spam,2,2,3,3,2,2,2,45.6,46.8,45.6,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-01,alerts,Contrarian popularity notification,inline badge on affected issue,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; quiet and contextual; requires opening issue,2,2,3,3,3,4,3,53.2,54.4,52.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-02,alerts,Contrarian popularity notification,ranked briefing section,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; discoverable without account,2,2,4,3,3,3,3,54.0,56.8,52.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-03,alerts,Contrarian popularity notification,on-site digest grouped by issue,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; deduplicate across claim/voice/source events,2,2,4,3,3,3,2,52.4,55.6,51.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-04,alerts,Contrarian popularity notification,user-opened change ledger,frequency and corpus stance aggregates,"Contrarian label can reward noise and misstate population; pull-based, clear revision history",2,3,3,4,3,3,2,56.8,57.2,58.4,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-05,alerts,Contrarian popularity notification,local follow-list highlight,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; browser-only state clearly explained,2,2,4,3,3,3,1,50.8,54.4,50.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-06,alerts,Contrarian popularity notification,daily email digest,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; requires separately authorized delivery and subscription,2,2,4,3,3,3,1,50.8,54.4,50.0,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-07,alerts,Contrarian popularity notification,immediate push,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; high interruption cost; opt-in infrastructure,2,2,4,3,3,2,1,48.8,52.0,48.8,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-08,alerts,Contrarian popularity notification,weekly summary,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; low interruption but delays fast changes,2,2,4,3,3,3,2,52.4,55.6,51.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-09,alerts,Contrarian popularity notification,threshold crossing with hysteresis,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; requires persisted alert state and tested thresholds,2,3,3,3,3,3,1,52.4,54.0,53.2,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
ALE-10-10,alerts,Contrarian popularity notification,every-event toast,frequency and corpus stance aggregates,Contrarian label can reward noise and misstate population; rejected default: disruption and event spam,2,2,2,3,3,2,1,43.2,42.4,45.6,Requires private preference/delivery infrastructure; no external sending enabled,"Approved, versioned event plus deduplication; delivery authorization if external"
AGG-01-01,aggregations,Equal-period share of accepted discourse,monthly default window,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; stable floor; slower than weekly detection,4,5,5,5,4,4,5,91.6,92.4,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-02,aggregations,Equal-period share of accepted discourse,weekly with minimum coverage,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; suppressed below defined sample support,4,5,4,5,4,4,5,88.8,87.6,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
